Source: Keine befreiende Novelle für Tymoshenko durch das Parlament|Result: no <unk> amendment to the european parliament 's legislative proposals <eos>|Target: Parliament Does Not Support Amendment Freeing Tymoshenko
Source: "Was tschechische Kinder zwischen 12 und 15 in puncto Ernährung bevorzugen, ist weit entfernt vom Ideal einer gesunden Ernährung.|Result: " what czech children prefer between 12 and 15 in terms of nutrition is far from the ideal of healthy diet . <eos>|Target: "Diet preferences of Czech children between 12 and 15 are far from ideal as regards healthy diet."
Source: Unter ihren Lieblingsspeisen befanden sich viele Mehlspeisen, Fleischgerichte und natürlich Süßspeisen.|Result: there were many <unk> , meat and , of course , desserts . <eos> <eos>|Target: Their favourite meals include large number of flour, meat, and sweet dishes.
Source: "Alarmierend ist vor allem die große Beliebtheit von süßen Limonaden", wird im Abschlussbericht zu dieser Umfrage betont.|Result: " alarming is , above all , the great popularity of sweet <unk> " , is highlighted in the final report on this survey . <eos>|Target: "Especially alarming is the high popularity of sweet soft drinks," the final report of the survey concludes.
Source: Beim Mittagessen, also dem Hauptgericht, siegten Teigwaren knapp vor Geflügel.|Result: at lunch , the main course , <unk> pasta just before poultry . <eos>|Target: As the main dish for lunch, pasta won very tightly over poultry.
Source: Hülsenfrüchte mochten die Kinder fast gar nicht und auch die Beliebtheit von Fisch und Gemüsegerichten als Mittagessen war sehr gering.|Result: <unk> liked the children almost not and also the popularity of fish and <unk> as lunch was very low . <eos>|Target: However, children showed very little interest in legumes, fish, and vegetable lunches.
Source: Hinkehr zur Gesundheit|Result: <unk> on health <eos>|Target: Tendency towards health
Source: Gleichzeitig zeigte die Umfrage aber auch, dass die Kinder durchaus bereit sind, ihre Essgewohnheiten zu verändern, wenn sie richtige Informationen bekommen.|Result: at the same time , however , the survey showed that children are prepared to change their eating habits if they get the right information . <eos>|Target: The survey also showed that children are willing to adjust their eating habits provided they are given correct information.
Source: "Bei der Kontrollgruppe der Umfragebeteiligten, die den Fragebogen nach Abschluss des aufklärenden Vortrags "Adipositas ist kein Zufall" ausfüllten, war in vielen Fällen eine deutliche Verschiebung der Präferenzen hin zu Grundsätzen der gesunden Ernährung zu verzeichnen", ist in den Ergebnissen des Projekts angeführt.|Result: " at the <unk> of the <unk> , which <unk> the questionnaire after the conclusion of the <unk> lecture " obesity is no accident " , in many cases a clear shift in preferences to principles of healthy nutrition has been noted " , is led in the results of the project . <eos>|Target: "Many participants from the survey control group showed a significant shift of preferences towards healthy food when completing a questionnaire after the end of the Obesity is No Accident educational lecture," project results show.
Source: Augenfällig war dies zum Beispiel bei den süßen Limos, wo viele Kinder begannen, gewöhnlichem Wasser den Vorrang zu geben.|Result: this was evident , for example , with the sweet <unk> , where many children began to give priority to <unk> water . <eos>|Target: This was quite significant, for example, in case of sweet soft drinks, where more children would begin to prefer plain water.
Source: Die Kinder kreuzten im Fragebogen auch viel öfter Geflügel oder Fisch als Hauptgericht des Tages an und waren bereit, weniger Knödel oder süße Speisen zu essen.|Result: in the questionnaire , the children also have a lot more common poultry or fish than main course of the day and were prepared to eat less <unk> or sweet food . <eos>|Target: In addition, for their main course, children ticked poultry and fish more often, limiting sweet meals and dumplings.
Source: Profis behaupten - ein Stylist muss auch ein guter Psychologe sein|Result: professionals claim - a <unk> must also be a good psychologist . <eos>|Target: A Stylist Must Also Be a Good Psychologist, Professionals Claim
Source: Im einleitenden Artikel darüber, wie Stylisten lernen, hatte ich ein bisschen gemeckert, dass das ein bisschen zu viel Stoff für den Anfang war.|Result: in the introductory article about how to learn <unk> , i had a little <unk> that was a bit too much substance for the beginning . <eos>|Target: In the opening article on stylist training, I was complaining a bit about the amount of information in the introductory lessons.
Source: Da ahnte ich nicht im Geringsten, was noch kommt.|Result: i am not in the slightest sense what is still happening . <eos>|Target: I had no idea what was coming.
Source: Vorträge von drei Profis aus der Branche, die Bekleidung problematischer Figuren und ein Seminar darüber, wie das "auf dem Platz" läuft.|Result: talks of three professionals from the industry , the clothing of problematic figures and a seminar on how the " on the square " is going . <eos>|Target: Lectures by three experts from the field; dressing tips for difficult figures; and a seminar on how it works in practise.
Source: Es soll noch schlimmer kommen.|Result: it should be worse . <eos>|Target: And more is yet to come.
Source: Je näher die Prüfung rückt, um so mehr Informationen und praktischen Aufgaben stehen uns bevor.|Result: the closer to the examination , so that we have more information and practical tasks . <eos>|Target: The closer we get to the final exam, the more information and practical tasks await.
Source: Aber auch wenn der Kurs jeden samstags und sonntags stattfindet, ist er dennoch voll belegt.|Result: but even if the course takes place every saturday and sunday , it is still fully documented . <eos>|Target: The training takes place every Saturday and Sunday, but it is really packed with information.
Source: Diesmal debattierten wir mit Direktorin Alena (am Kurs nimmt kein einziger Mann teil), wie man eine Frau anzieht, die keine ideal proportionierte Figur hat.|Result: this time we discussed with director <unk> ( at the course there is no single man involved ) how to attract a woman who has no ideal figure . <eos>|Target: This time, together with Alenka, the Director, (there is not a single man in the course) we discussed how to dress a woman whose body is not in perfect symmetry.
Source: Und das sind immerhin die meisten von uns.|Result: and that is the majority of us . <eos>|Target: A majority of women are not perfectly symmetrical.
Source: Die einen haben einen zu kurzen Hals, die anderen eine zu jungenhafte Figur ohne ordentliche Kurven und wieder andere sind mollig.|Result: the one has a too short neck , the other is a figure that is too <unk> without proper curves and others are <unk> . <eos>|Target: One has a short neck, the other has a boyish figure without proper curves, yet another is overweight.
Source: Es ist Sache des Stylisten, breite Schultern optisch zu kaschieren, den Hals zu verlängern oder die notwendigen Kurven hervorzuzaubern.|Result: it is up to the <unk> to hide broad shoulders visually , extend the neck or <unk> the necessary curves . <eos>|Target: A stylist must know how to optically soften wide shoulders, make the neck look longer, or add the curves necessary.
Source: Wir bekamen auch Tipps, wie man einen Frauentyp wie Jennifer Lopez - also mit großem Busen, breiter Hüfte und schmaler Taille - hübsch und figurbetont anzieht, ohne dass sie allzu provokativ wirkt.|Result: we also got some tips on how to attract a <unk> like jennifer lopez - with great <unk> , broad hip and narrow waist - pretty and <unk> , without having a <unk> effect . <eos>|Target: We were given tips on how to accentuate the figure of women such as Jennifer Lopez, i.e. with bigger breasts and hips and narrow waist, and not to dress them too provocatively.
Source: Wenn zum Beispiel der Unterschied zwischen Taille und Hüften so groß ist, dass der Rock oder die Hose wirklich nicht passt, sollte man sich wenigstens ein Stück nach Maß schneidern lassen.|Result: for example , if the difference between waist and hips is so great that the rock or the pants really do n't fit , you should at least be able to get a piece of <unk> . <eos>|Target: For example, if the difference between the waist and hips is such that the skirt or trousers do not fit, it is worth to have at least one piece custom-made.
Source: Das wird man sicher nicht bereuen, denn gut sitzende Kleidung ist einfach unbezahlbar.|Result: you will certainly not regret this , because well - kept clothes are simply priceless . <eos>|Target: You will definitely not regret the investment, as perfectly fitting clothes are priceless.
